deck	version	opponent	result	went_first	start_quality	opening_hand_quality	sequencing_quality	issue_tags	positive_tags	custom_tags	notes_flag	match_date
Playtest 1000 - Slowking Grid	v2 Candy Balance	Mega Greninja	tie	unknown	great	great	good			beta:slow candy	yes	2026-02-15
Playtest 1000 - Slowking Grid	v2 Candy Balance	Mega Greninja	tie	second	great	great	okay	supporter drought		beta:slow candy	yes	2026-02-16
Playtest 1000 - Slowking Grid	v3 Disruption	Charizard ex	win	second	great	good	okay		good prize plan|favorable matchup	beta:slow trap	yes	2026-02-17
Playtest 1000 - Slowking Grid	v3 Disruption	Charizard ex	win	second	great	good	good		good prize plan|key tech mattered	beta:slow trap	yes	2026-02-18
Playtest 1000 - Slowking Grid	v3 Disruption	Charizard ex	win	second	great	bad	great		good prize plan|key tech mattered	beta:slow trap	yes	2026-02-19
Playtest 1000 - Slowking Grid	v3 Disruption	Charizard ex	win	second	bad	okay	great		good prize plan|strong recovery	beta:slow trap	yes	2026-02-20
Playtest 1000 - Slowking Grid	v3 Disruption	Charizard ex	win	second	great	good	bad		good prize plan|favorable matchup	beta:slow trap	yes	2026-02-21
Playtest 1000 - Slowking Grid	v3 Disruption	Charizard ex	win	second	good	good	good		good prize plan|favorable matchup	beta:slow trap	yes	2026-02-22
Playtest 1000 - Slowking Grid	v3 Disruption	Charizard ex	win	second	good	good	good		good prize plan|strong recovery	beta:slow trap	yes	2026-02-23
Playtest 1000 - Slowking Grid	v3 Disruption	Charizard ex	win	second	good	good	good		good prize plan|strong recovery	beta:slow trap	yes	2026-02-24
Playtest 1000 - Slowking Grid	v3 Disruption	Charizard ex	win	second	okay	bad	bad		good prize plan|favorable matchup	beta:slow trap	yes	2026-02-25
Playtest 1000 - Slowking Grid	v3 Disruption	Charizard ex	win	second	good	good	okay		good prize plan|key tech mattered	beta:slow trap	yes	2026-02-26
Playtest 1000 - Slowking Grid	v3 Disruption	Charizard ex	win	unknown	great	bad	okay		good prize plan|key tech mattered	beta:slow trap	yes	2026-02-27
Playtest 1000 - Slowking Grid	v3 Disruption	Charizard ex	win	first	great	okay	okay		good prize plan|key tech mattered	beta:slow trap	yes	2026-02-28
Playtest 1000 - Slowking Grid	v3 Disruption	Charizard ex	loss	first	okay	bad	good	tempo loss		beta:slow trap	yes	2026-03-01
Playtest 1000 - Slowking Grid	v3 Disruption	Charizard ex	loss	first	good	good	good	tempo loss|missed setup		beta:slow trap	yes	2026-03-02
Playtest 1000 - Slowking Grid	v3 Disruption	Charizard ex	loss	first	bad	good	okay	tempo loss|missed setup		beta:slow trap	yes	2026-03-03
Playtest 1000 - Slowking Grid	v3 Disruption	Charizard ex	loss	unknown	bad	good	good	tempo loss|poor prize trade		beta:slow trap	yes	2026-03-04
Playtest 1000 - Slowking Grid	v3 Disruption	Charizard ex	loss	first	okay	okay	good	tempo loss|supporter drought		beta:slow trap	yes	2026-03-05
Playtest 1000 - Slowking Grid	v3 Disruption	Charizard ex	tie	first	okay	bad	okay	supporter drought	strong recovery	beta:slow trap	yes	2026-03-06
Playtest 1000 - Slowking Grid	v3 Disruption	Charizard ex	tie	first	great	good	good		good prize plan	beta:slow trap	yes	2026-03-07
Playtest 1000 - Slowking Grid	v3 Disruption	Charizard ex	tie	first	good	great	good	supporter drought	strong recovery	beta:slow trap	yes	2026-03-08
Playtest 1000 - Slowking Grid	v3 Disruption	Raging Bolt	win	unknown	good	good	good		strong recovery|favorable matchup	beta:bolt squeeze	yes	2026-03-09
Playtest 1000 - Slowking Grid	v3 Disruption	Raging Bolt	win	second	okay	good	good		strong recovery|key tech mattered	beta:bolt squeeze	yes	2026-03-10
Playtest 1000 - Slowking Grid	v3 Disruption	Raging Bolt	win	second	great	good	good		strong recovery|key tech mattered	beta:bolt squeeze	yes	2026-03-11
Playtest 1000 - Slowking Grid	v3 Disruption	Raging Bolt	win	second	great	good	bad		strong recovery	beta:bolt squeeze	yes	2026-03-12
Playtest 1000 - Slowking Grid	v3 Disruption	Raging Bolt	win	unknown	great	okay	bad		strong recovery	beta:bolt squeeze	yes	2026-03-13
Playtest 1000 - Slowking Grid	v3 Disruption	Raging Bolt	win	second	great	great	okay		strong recovery|key tech mattered	beta:bolt squeeze	yes	2026-03-14
Playtest 1000 - Slowking Grid	v3 Disruption	Raging Bolt	win	second	okay	good	good		strong recovery|favorable matchup	beta:bolt squeeze	yes	2026-03-15
Playtest 1000 - Slowking Grid	v3 Disruption	Raging Bolt	loss	second	okay	okay	okay	bench pressure|missed setup		beta:bolt squeeze	yes	2026-03-16
Playtest 1000 - Slowking Grid	v3 Disruption	Raging Bolt	loss	unknown	bad	good	good	bench pressure|missed setup		beta:bolt squeeze	yes	2026-03-17
Playtest 1000 - Slowking Grid	v3 Disruption	Raging Bolt	loss	second	bad	good	okay	bench pressure|missed setup		beta:bolt squeeze	yes	2026-03-18
Playtest 1000 - Slowking Grid	v3 Disruption	Raging Bolt	loss	second	good	bad	bad	bench pressure|missed setup		beta:bolt squeeze	yes	2026-03-19
Playtest 1000 - Slowking Grid	v3 Disruption	Raging Bolt	loss	second	good	okay	okay	bench pressure|missed setup		beta:bolt squeeze	yes	2026-03-20
Playtest 1000 - Slowking Grid	v3 Disruption	Raging Bolt	loss	unknown	bad	good	good	bench pressure|missed setup		beta:bolt squeeze	yes	2026-03-21
Playtest 1000 - Slowking Grid	v3 Disruption	Raging Bolt	loss	second	bad	good	bad	bench pressure|missed setup		beta:bolt squeeze	yes	2026-03-22
Playtest 1000 - Slowking Grid	v3 Disruption	Raging Bolt	loss	second	good	bad	good	bench pressure|missed setup		beta:bolt squeeze	yes	2026-03-23
Playtest 1000 - Slowking Grid	v3 Disruption	Raging Bolt	loss	second	bad	good	okay	bench pressure|missed setup		beta:bolt squeeze	yes	2026-03-24
Playtest 1000 - Slowking Grid	v3 Disruption	Raging Bolt	loss	unknown	bad	good	okay	bench pressure|missed setup		beta:bolt squeeze	yes	2026-03-25
Playtest 1000 - Slowking Grid	v3 Disruption	Raging Bolt	tie	second	great	bad	good	supporter drought		beta:bolt squeeze	yes	2026-03-26
Playtest 1000 - Slowking Grid	v3 Disruption	Raging Bolt	tie	second	good	good	good	tempo loss	good prize plan	beta:bolt squeeze	yes	2026-03-27
Playtest 1000 - Slowking Grid	v3 Disruption	Raging Bolt	tie	second	bad	okay	okay	supporter drought	strong recovery	beta:bolt squeeze	yes	2026-03-28
Playtest 1000 - Slowking Grid	v2 Candy Balance	Rocket's Honchkrow	win	unknown	great	bad	okay		strong setup|key tech mattered	beta:bird jam	yes	2026-03-29
Playtest 1000 - Slowking Grid	v2 Candy Balance	Rocket's Honchkrow	loss	unknown	great	good	good	matchup knowledge|supporter drought		beta:bird jam	yes	2026-03-30
Playtest 1000 - Slowking Grid	v2 Candy Balance	Rocket's Honchkrow	loss	unknown	good	great	great	matchup knowledge|poor prize trade		beta:bird jam	yes	2026-03-31
Playtest 1000 - Slowking Grid	v2 Candy Balance	Rocket's Honchkrow	loss	unknown	bad	bad	great	matchup knowledge|poor prize trade		beta:bird jam	yes	2026-04-01
Playtest 1000 - Slowking Grid	v2 Candy Balance	Rocket's Honchkrow	tie	unknown	okay	great	great		strong recovery	beta:bird jam	yes	2026-04-02
Playtest 1000 - Slowking Grid	v3 Disruption	Festival Lead	win	second	good	good	good		clean sequencing|strong recovery	beta:festival crack	yes	2026-04-03
Playtest 1000 - Slowking Grid	v3 Disruption	Festival Lead	win	unknown	good	good	great		clean sequencing|favorable matchup	beta:festival crack	yes	2026-04-04
Playtest 1000 - Slowking Grid	v3 Disruption	Festival Lead	win	second	bad	good	good		clean sequencing|favorable matchup	beta:festival crack	yes	2026-04-05
Playtest 1000 - Slowking Grid	v3 Disruption	Festival Lead	loss	unknown	okay	bad	okay	poor prize trade		beta:festival crack	yes	2026-04-06
Playtest 1000 - Slowking Grid	v3 Disruption	Festival Lead	tie	second	bad	great	bad	tempo loss	good prize plan	beta:festival crack	yes	2026-04-07
Playtest 1000 - Slowking Grid	v1 Baseline	Lillie's Clefairy	win	first	bad	great	okay		good prize plan|strong recovery	beta:fairy tax	yes	2026-04-08
Playtest 1000 - Slowking Grid	v1 Baseline	Lillie's Clefairy	win	unknown	good	okay	good		good prize plan|key tech mattered	beta:fairy tax	yes	2026-04-09
Playtest 1000 - Slowking Grid	v1 Baseline	Lillie's Clefairy	loss	first	okay	good	okay	matchup knowledge|supporter drought		beta:fairy tax	yes	2026-04-10
Playtest 1000 - Slowking Grid	v1 Baseline	Lillie's Clefairy	loss	unknown	bad	bad	good	matchup knowledge|supporter drought		beta:fairy tax	yes	2026-04-11
Playtest 1000 - Slowking Grid	v1 Baseline	Lillie's Clefairy	tie	first	good	good	great		strong recovery	beta:fairy tax	yes	2026-04-12
Playtest 1000 - Zoroark Curve	v1 Baseline	Dragapult	win	unknown	good	good	okay		clean sequencing|key tech mattered	beta:zoro tempo	yes	2026-04-13
Playtest 1000 - Zoroark Curve	v1 Baseline	Dragapult	win	second	good	bad	great		clean sequencing|key tech mattered	beta:zoro tempo	yes	2026-04-14
Playtest 1000 - Zoroark Curve	v1 Baseline	Dragapult	win	first	good	bad	okay		clean sequencing|strong recovery	beta:zoro tempo	yes	2026-04-15
Playtest 1000 - Zoroark Curve	v1 Baseline	Dragapult	win	second	good	great	good		clean sequencing|favorable matchup	beta:zoro tempo	yes	2026-04-16
Playtest 1000 - Zoroark Curve	v1 Baseline	Dragapult	win	first	great	great	great		clean sequencing|favorable matchup	beta:zoro tempo	yes	2026-04-17
Playtest 1000 - Zoroark Curve	v1 Baseline	Dragapult	win	unknown	great	good	okay		clean sequencing|strong recovery	beta:zoro tempo	yes	2026-04-18
Playtest 1000 - Zoroark Curve	v1 Baseline	Dragapult	win	first	great	good	good		clean sequencing|favorable matchup	beta:zoro tempo	yes	2026-04-19
Playtest 1000 - Zoroark Curve	v1 Baseline	Dragapult	win	second	good	good	good		clean sequencing|strong recovery	beta:zoro tempo	yes	2026-04-20
Playtest 1000 - Zoroark Curve	v1 Baseline	Dragapult	win	first	okay	okay	okay		clean sequencing|key tech mattered	beta:zoro tempo	yes	2026-04-21
Playtest 1000 - Zoroark Curve	v1 Baseline	Dragapult	loss	second	okay	good	okay	bad sequencing|supporter drought		beta:zoro tempo	yes	2026-04-22
Playtest 1000 - Zoroark Curve	v1 Baseline	Dragapult	loss	unknown	okay	great	okay	bad sequencing|tempo loss		beta:zoro tempo	yes	2026-04-23
Playtest 1000 - Zoroark Curve	v1 Baseline	Dragapult	loss	second	okay	good	okay	bad sequencing|tempo loss		beta:zoro tempo	yes	2026-04-24
Playtest 1000 - Zoroark Curve	v1 Baseline	Dragapult	loss	first	bad	okay	good	bad sequencing|tempo loss		beta:zoro tempo	yes	2026-04-25
Playtest 1000 - Zoroark Curve	v1 Baseline	Dragapult	loss	second	okay	good	great	bad sequencing|poor prize trade		beta:zoro tempo	yes	2026-04-26
Playtest 1000 - Zoroark Curve	v1 Baseline	Dragapult	loss	first	great	bad	okay	bad sequencing|supporter drought		beta:zoro tempo	yes	2026-04-27
Playtest 1000 - Zoroark Curve	v1 Baseline	Dragapult	loss	unknown	good	bad	good	bad sequencing|missed setup		beta:zoro tempo	yes	2026-04-28
Playtest 1000 - Zoroark Curve	v1 Baseline	Dragapult	tie	first	good	good	great	supporter drought	good prize plan	beta:zoro tempo	yes	2026-04-29
Playtest 1000 - Zoroark Curve	v1 Baseline	Dragapult	tie	second	great	good	great			beta:zoro tempo	yes	2026-04-30
Playtest 1000 - Zoroark Curve	v1 Baseline	Dragapult	tie	first	good	okay	good		good prize plan	beta:zoro tempo	yes	2026-05-01
Playtest 1000 - Zoroark Curve	v1 Baseline	Dragapult	tie	second	good	okay	good		good prize plan	beta:zoro tempo	yes	2026-05-02
Playtest 1000 - Zoroark Curve	v2 Draw Smoothing	Mega Greninja	win	unknown	great	good	great		strong recovery	beta:zoro draw	yes	2026-05-03
Playtest 1000 - Zoroark Curve	v2 Draw Smoothing	Mega Greninja	win	second	great	okay	good		strong recovery|favorable matchup	beta:zoro draw	yes	2026-05-04
Playtest 1000 - Zoroark Curve	v2 Draw Smoothing	Mega Greninja	win	first	good	bad	okay		strong recovery|favorable matchup	beta:zoro draw	yes	2026-05-05
Playtest 1000 - Zoroark Curve	v2 Draw Smoothing	Mega Greninja	win	second	great	good	good		strong recovery	beta:zoro draw	yes	2026-05-06
Playtest 1000 - Zoroark Curve	v2 Draw Smoothing	Mega Greninja	win	unknown	good	good	bad		strong recovery	beta:zoro draw	yes	2026-05-07
Playtest 1000 - Zoroark Curve	v2 Draw Smoothing	Mega Greninja	win	second	good	good	good		strong recovery|key tech mattered	beta:zoro draw	yes	2026-05-08
Playtest 1000 - Zoroark Curve	v2 Draw Smoothing	Mega Greninja	win	first	okay	good	good		strong recovery	beta:zoro draw	yes	2026-05-09
Playtest 1000 - Zoroark Curve	v2 Draw Smoothing	Mega Greninja	win	second	good	great	good		strong recovery|key tech mattered	beta:zoro draw	yes	2026-05-10
Playtest 1000 - Zoroark Curve	v2 Draw Smoothing	Mega Greninja	win	unknown	great	good	good		strong recovery|key tech mattered	beta:zoro draw	yes	2026-05-11
Playtest 1000 - Zoroark Curve	v2 Draw Smoothing	Mega Greninja	win	second	okay	good	good		strong recovery|favorable matchup	beta:zoro draw	yes	2026-05-12
Playtest 1000 - Zoroark Curve	v2 Draw Smoothing	Mega Greninja	loss	first	good	good	okay	missed setup|poor prize trade		beta:zoro draw	yes	2026-05-13
Playtest 1000 - Zoroark Curve	v2 Draw Smoothing	Mega Greninja	loss	second	great	okay	okay	missed setup|poor prize trade		beta:zoro draw	yes	2026-05-14
Playtest 1000 - Zoroark Curve	v2 Draw Smoothing	Mega Greninja	loss	unknown	good	good	bad	missed setup|tempo loss		beta:zoro draw	yes	2026-05-15
Playtest 1000 - Zoroark Curve	v2 Draw Smoothing	Mega Greninja	loss	second	great	good	okay	missed setup|poor prize trade		beta:zoro draw	yes	2026-05-16
Playtest 1000 - Zoroark Curve	v2 Draw Smoothing	Mega Greninja	loss	first	good	okay	good	missed setup		beta:zoro draw	yes	2026-05-17
Playtest 1000 - Zoroark Curve	v2 Draw Smoothing	Mega Greninja	loss	second	okay	okay	good	missed setup|supporter drought		beta:zoro draw	yes	2026-05-18
Playtest 1000 - Zoroark Curve	v2 Draw Smoothing	Mega Greninja	loss	unknown	bad	great	bad	missed setup|supporter drought		beta:zoro draw	yes	2026-05-19
Playtest 1000 - Zoroark Curve	v2 Draw Smoothing	Mega Greninja	tie	second	bad	good	great	supporter drought	good prize plan	beta:zoro draw	yes	2026-05-20
Playtest 1000 - Zoroark Curve	v2 Draw Smoothing	Mega Greninja	tie	first	good	great	good	supporter drought	strong recovery	beta:zoro draw	yes	2026-05-21
Playtest 1000 - Zoroark Curve	v2 Draw Smoothing	Mega Greninja	tie	second	okay	good	great			beta:zoro draw	yes	2026-05-22
Playtest 1000 - Zoroark Curve	v3 Low Curve	Charizard ex	win	first	good	great	great		good prize plan|strong recovery	beta:low curve	yes	2026-05-23
Playtest 1000 - Zoroark Curve	v3 Low Curve	Charizard ex	win	first	okay	good	great		good prize plan|strong recovery	beta:low curve	yes	2026-05-24
Playtest 1000 - Zoroark Curve	v3 Low Curve	Charizard ex	win	first	good	good	good		good prize plan|favorable matchup	beta:low curve	yes	2026-05-25
Playtest 1000 - Zoroark Curve	v3 Low Curve	Charizard ex	win	first	good	good	great		good prize plan|favorable matchup	beta:low curve	yes	2026-05-26
Playtest 1000 - Zoroark Curve	v3 Low Curve	Charizard ex	win	first	great	good	bad		good prize plan|favorable matchup	beta:low curve	yes	2026-05-27
Playtest 1000 - Zoroark Curve	v3 Low Curve	Charizard ex	win	first	great	okay	good		good prize plan|favorable matchup	beta:low curve	yes	2026-05-28
Playtest 1000 - Zoroark Curve	v3 Low Curve	Charizard ex	win	first	okay	bad	great		good prize plan|favorable matchup	beta:low curve	yes	2026-05-29
Playtest 1000 - Zoroark Curve	v3 Low Curve	Charizard ex	win	first	good	good	good		good prize plan|strong recovery	beta:low curve	yes	2026-05-30
Playtest 1000 - Zoroark Curve	v3 Low Curve	Charizard ex	win	first	bad	okay	great		good prize plan|strong recovery	beta:low curve	yes	2026-05-31
Playtest 1000 - Zoroark Curve	v3 Low Curve	Charizard ex	loss	unknown	okay	bad	good	tempo loss		beta:low curve	yes	2026-06-01
Playtest 1000 - Zoroark Curve	v3 Low Curve	Charizard ex	loss	second	good	okay	great	tempo loss		beta:low curve	yes	2026-06-02
Playtest 1000 - Zoroark Curve	v3 Low Curve	Charizard ex	loss	second	good	okay	okay	tempo loss|supporter drought		beta:low curve	yes	2026-06-03
Playtest 1000 - Zoroark Curve	v3 Low Curve	Charizard ex	tie	unknown	bad	great	bad		strong recovery	beta:low curve	yes	2026-06-04
Playtest 1000 - Zoroark Curve	v3 Low Curve	Charizard ex	tie	second	good	great	okay			beta:low curve	yes	2026-06-05
Playtest 1000 - Zoroark Curve	v3 Low Curve	Charizard ex	tie	second	bad	great	good	tempo loss		beta:low curve	yes	2026-06-06
Playtest 1000 - Zoroark Curve	v3 Low Curve	Slowking	win	unknown	good	okay	good		strong setup|favorable matchup	beta:slow check	yes	2026-01-18
Playtest 1000 - Zoroark Curve	v3 Low Curve	Slowking	win	second	good	good	good		strong setup|favorable matchup	beta:slow check	yes	2026-01-19
Playtest 1000 - Zoroark Curve	v3 Low Curve	Slowking	win	first	great	good	bad		strong setup|favorable matchup	beta:slow check	yes	2026-01-20
Playtest 1000 - Zoroark Curve	v3 Low Curve	Slowking	win	second	okay	okay	good		strong setup|key tech mattered	beta:slow check	yes	2026-01-21
Playtest 1000 - Zoroark Curve	v3 Low Curve	Slowking	win	first	okay	good	good		strong setup|strong recovery	beta:slow check	yes	2026-01-22
Playtest 1000 - Zoroark Curve	v3 Low Curve	Slowking	win	unknown	good	great	bad		strong setup|strong recovery	beta:slow check	yes	2026-01-23
Playtest 1000 - Zoroark Curve	v3 Low Curve	Slowking	loss	first	bad	okay	great	matchup knowledge|poor prize trade		beta:slow check	yes	2026-01-24
Playtest 1000 - Zoroark Curve	v3 Low Curve	Slowking	loss	second	good	good	great	matchup knowledge|supporter drought		beta:slow check	yes	2026-01-25
Playtest 1000 - Zoroark Curve	v3 Low Curve	Slowking	tie	first	good	bad	okay			beta:slow check	yes	2026-01-26
Playtest 1000 - Zoroark Curve	v3 Low Curve	Slowking	tie	second	bad	bad	good	tempo loss		beta:slow check	yes	2026-01-27
Playtest 1000 - Zoroark Curve	v2 Draw Smoothing	Ogerpon Meganium Hydrapple	win	second	good	great	good		key tech mattered|favorable matchup	beta:grass block	yes	2026-01-28
Playtest 1000 - Zoroark Curve	v2 Draw Smoothing	Ogerpon Meganium Hydrapple	win	second	good	good	okay		key tech mattered	beta:grass block	yes	2026-01-29
Playtest 1000 - Zoroark Curve	v2 Draw Smoothing	Ogerpon Meganium Hydrapple	win	first	bad	good	okay		key tech mattered|favorable matchup	beta:grass block	yes	2026-01-30
Playtest 1000 - Zoroark Curve	v2 Draw Smoothing	Ogerpon Meganium Hydrapple	win	second	great	great	great		key tech mattered	beta:grass block	yes	2026-01-31
Playtest 1000 - Zoroark Curve	v2 Draw Smoothing	Ogerpon Meganium Hydrapple	loss	first	okay	good	okay	bench pressure|tempo loss		beta:grass block	yes	2026-02-01
Playtest 1000 - Zoroark Curve	v2 Draw Smoothing	Ogerpon Meganium Hydrapple	loss	second	okay	great	great	bench pressure|missed setup		beta:grass block	yes	2026-02-02
Playtest 1000 - Zoroark Curve	v2 Draw Smoothing	Ogerpon Meganium Hydrapple	loss	second	okay	bad	good	bench pressure|poor prize trade		beta:grass block	yes	2026-02-03
Playtest 1000 - Zoroark Curve	v2 Draw Smoothing	Ogerpon Meganium Hydrapple	loss	second	okay	good	great	bench pressure|missed setup		beta:grass block	yes	2026-02-04
Playtest 1000 - Zoroark Curve	v2 Draw Smoothing	Ogerpon Meganium Hydrapple	tie	first	good	good	great	supporter drought	good prize plan	beta:grass block	yes	2026-02-05
Playtest 1000 - Zoroark Curve	v2 Draw Smoothing	Ogerpon Meganium Hydrapple	tie	second	great	good	good			beta:grass block	yes	2026-02-06
Playtest 1000 - Zoroark Curve	v1 Baseline	Rocket's Honchkrow	win	unknown	bad	good	great		strong setup|key tech mattered	beta:zoro bird	yes	2026-02-07
Playtest 1000 - Zoroark Curve	v1 Baseline	Rocket's Honchkrow	loss	unknown	bad	bad	bad	matchup knowledge|supporter drought		beta:zoro bird	yes	2026-02-08
Playtest 1000 - Zoroark Curve	v1 Baseline	Rocket's Honchkrow	loss	unknown	good	okay	good	matchup knowledge|tempo loss		beta:zoro bird	yes	2026-02-09
Playtest 1000 - Zoroark Curve	v1 Baseline	Rocket's Honchkrow	loss	unknown	bad	good	okay	matchup knowledge|tempo loss		beta:zoro bird	yes	2026-02-10
Playtest 1000 - Zoroark Curve	v1 Baseline	Rocket's Honchkrow	tie	unknown	bad	great	great	tempo loss		beta:zoro bird	yes	2026-02-11
Playtest 1000 - Ogerpon Hydrapple Lab	v1 Full Shell	Raging Bolt	win	unknown	great	bad	okay		strong setup|strong recovery	beta:grass shell	yes	2026-02-12
Playtest 1000 - Ogerpon Hydrapple Lab	v1 Full Shell	Raging Bolt	win	second	good	good	okay		strong setup|key tech mattered	beta:grass shell	yes	2026-02-13
Playtest 1000 - Ogerpon Hydrapple Lab	v1 Full Shell	Raging Bolt	win	first	good	good	bad		strong setup|favorable matchup	beta:grass shell	yes	2026-02-14
Playtest 1000 - Ogerpon Hydrapple Lab	v1 Full Shell	Raging Bolt	win	second	great	bad	good		strong setup|key tech mattered	beta:grass shell	yes	2026-02-15
Playtest 1000 - Ogerpon Hydrapple Lab	v1 Full Shell	Raging Bolt	win	first	great	good	great		strong setup|strong recovery	beta:grass shell	yes	2026-02-16
Playtest 1000 - Ogerpon Hydrapple Lab	v1 Full Shell	Raging Bolt	win	unknown	great	good	good		strong setup|key tech mattered	beta:grass shell	yes	2026-02-17
Playtest 1000 - Ogerpon Hydrapple Lab	v1 Full Shell	Raging Bolt	win	first	great	good	good		strong setup|favorable matchup	beta:grass shell	yes	2026-02-18
Playtest 1000 - Ogerpon Hydrapple Lab	v1 Full Shell	Raging Bolt	win	second	okay	great	great		strong setup|favorable matchup	beta:grass shell	yes	2026-02-19
Playtest 1000 - Ogerpon Hydrapple Lab	v1 Full Shell	Raging Bolt	loss	first	okay	okay	good	bench pressure|missed setup		beta:grass shell	yes	2026-02-20
Playtest 1000 - Ogerpon Hydrapple Lab	v1 Full Shell	Raging Bolt	loss	second	okay	good	good	bench pressure|missed setup		beta:grass shell	yes	2026-02-21
Playtest 1000 - Ogerpon Hydrapple Lab	v1 Full Shell	Raging Bolt	loss	unknown	good	bad	okay	bench pressure|missed setup		beta:grass shell	yes	2026-02-22
Playtest 1000 - Ogerpon Hydrapple Lab	v1 Full Shell	Raging Bolt	loss	second	bad	good	okay	bench pressure|missed setup		beta:grass shell	yes	2026-02-23
Playtest 1000 - Ogerpon Hydrapple Lab	v1 Full Shell	Raging Bolt	loss	first	okay	good	good	bench pressure|missed setup		beta:grass shell	yes	2026-02-24
Playtest 1000 - Ogerpon Hydrapple Lab	v1 Full Shell	Raging Bolt	loss	second	okay	bad	bad	bench pressure|missed setup		beta:grass shell	yes	2026-02-25
Playtest 1000 - Ogerpon Hydrapple Lab	v1 Full Shell	Raging Bolt	loss	first	okay	okay	good	bench pressure|missed setup		beta:grass shell	yes	2026-02-26
Playtest 1000 - Ogerpon Hydrapple Lab	v1 Full Shell	Raging Bolt	loss	unknown	bad	good	okay	bench pressure|missed setup		beta:grass shell	yes	2026-02-27
Playtest 1000 - Ogerpon Hydrapple Lab	v1 Full Shell	Raging Bolt	tie	first	good	great	good		strong recovery	beta:grass shell	yes	2026-02-28
Playtest 1000 - Ogerpon Hydrapple Lab	v1 Full Shell	Raging Bolt	tie	second	okay	great	bad	tempo loss	good prize plan	beta:grass shell	yes	2026-03-01
Playtest 1000 - Ogerpon Hydrapple Lab	v1 Full Shell	Raging Bolt	tie	first	bad	good	great	supporter drought	good prize plan	beta:grass shell	yes	2026-03-02
Playtest 1000 - Ogerpon Hydrapple Lab	v1 Full Shell	Raging Bolt	tie	second	great	bad	good	supporter drought	good prize plan	beta:grass shell	yes	2026-03-03
Playtest 1000 - Ogerpon Hydrapple Lab	v2 Cleaner Setup	Dragapult	win	unknown	bad	bad	okay		good prize plan|favorable matchup	beta:hydrapple pivot	yes	2026-03-04
Playtest 1000 - Ogerpon Hydrapple Lab	v2 Cleaner Setup	Dragapult	win	second	great	good	bad		good prize plan|favorable matchup	beta:hydrapple pivot	yes	2026-03-05
Playtest 1000 - Ogerpon Hydrapple Lab	v2 Cleaner Setup	Dragapult	win	first	good	good	bad		good prize plan|favorable matchup	beta:hydrapple pivot	yes	2026-03-06
Playtest 1000 - Ogerpon Hydrapple Lab	v2 Cleaner Setup	Dragapult	win	second	okay	good	okay		good prize plan|favorable matchup	beta:hydrapple pivot	yes	2026-03-07
Playtest 1000 - Ogerpon Hydrapple Lab	v2 Cleaner Setup	Dragapult	win	unknown	good	okay	good		good prize plan|favorable matchup	beta:hydrapple pivot	yes	2026-03-08
Playtest 1000 - Ogerpon Hydrapple Lab	v2 Cleaner Setup	Dragapult	win	second	okay	good	okay		good prize plan|favorable matchup	beta:hydrapple pivot	yes	2026-03-09
Playtest 1000 - Ogerpon Hydrapple Lab	v2 Cleaner Setup	Dragapult	win	first	okay	good	good		good prize plan|key tech mattered	beta:hydrapple pivot	yes	2026-03-10
Playtest 1000 - Ogerpon Hydrapple Lab	v2 Cleaner Setup	Dragapult	win	second	okay	good	good		good prize plan|favorable matchup	beta:hydrapple pivot	yes	2026-03-11
Playtest 1000 - Ogerpon Hydrapple Lab	v2 Cleaner Setup	Dragapult	win	unknown	good	good	good		good prize plan|key tech mattered	beta:hydrapple pivot	yes	2026-03-12
Playtest 1000 - Ogerpon Hydrapple Lab	v2 Cleaner Setup	Dragapult	win	second	good	good	good		good prize plan|key tech mattered	beta:hydrapple pivot	yes	2026-03-13
Playtest 1000 - Ogerpon Hydrapple Lab	v2 Cleaner Setup	Dragapult	loss	first	good	okay	okay	bad sequencing|tempo loss		beta:hydrapple pivot	yes	2026-03-14
Playtest 1000 - Ogerpon Hydrapple Lab	v2 Cleaner Setup	Dragapult	loss	second	bad	okay	okay	bad sequencing|poor prize trade		beta:hydrapple pivot	yes	2026-03-15
Playtest 1000 - Ogerpon Hydrapple Lab	v2 Cleaner Setup	Dragapult	loss	unknown	good	okay	good	bad sequencing|missed setup		beta:hydrapple pivot	yes	2026-03-16
Playtest 1000 - Ogerpon Hydrapple Lab	v2 Cleaner Setup	Dragapult	loss	second	great	bad	good	bad sequencing|supporter drought		beta:hydrapple pivot	yes	2026-03-17
Playtest 1000 - Ogerpon Hydrapple Lab	v2 Cleaner Setup	Dragapult	loss	first	okay	bad	good	bad sequencing|missed setup		beta:hydrapple pivot	yes	2026-03-18
Playtest 1000 - Ogerpon Hydrapple Lab	v2 Cleaner Setup	Dragapult	tie	second	okay	great	okay	tempo loss	strong recovery	beta:hydrapple pivot	yes	2026-03-19
Playtest 1000 - Ogerpon Hydrapple Lab	v2 Cleaner Setup	Dragapult	tie	unknown	okay	good	okay	supporter drought	good prize plan	beta:hydrapple pivot	yes	2026-03-20
Playtest 1000 - Ogerpon Hydrapple Lab	v2 Cleaner Setup	Dragapult	tie	second	okay	good	good	supporter drought		beta:hydrapple pivot	yes	2026-03-21
Playtest 1000 - Ogerpon Hydrapple Lab	v2 Cleaner Setup	Dragapult	tie	first	okay	good	good		strong recovery	beta:hydrapple pivot	yes	2026-03-22
